ID, TWEET, LABEL
232,"tottie: كسم حازم امام ابن المره المتناكه كلب مرتضي",anger
233,"انا كان بقالي كتير مرتاحه الي حد ما .. ايه كسره النفس دي !😑",surprise
234,"انني خائفه جدًا، لا اعلم لماذا ! لازال قلبي علي قيد الحياه، لازالت دموعي تنهمر عندما اتذكرك..",fear
235,"nada:  poyrazkarayel راح تظل دايما خايفه ومرعوبه ان شي سيء بيصير ان بيتركها او انه يمكن يموت وترجع تعيش نفس الشي من جديدوهذا الل…",fear
236,"Khalfan   يا بغل اللي دعاء رئيس البرلمان  وانت ويش دخلك في اليمن  وبعدين انت حارس قحاب متفهم في البرلمان انت حارس خمر وبس",anger
237,"السيسي يشيد بـ تجنب التخريب  ويكافئ المصريين بقرار صادم  سيسي  تخريب  مصريين  قرار",surprise
238,"بلد محبوس فيها كاتب روائي لمده سنتين تقريباً، اسمه احمد ناجي بسبب فصل في روايه، والتهمه خدش الحياء العام، شخر وقول احا انت ساكت ليه..",anger
239,"الحمدلله وباذن الله يفرح المسلمين بتحرير الشام اجمع  مبروك فك حصار حلب",joy
240,"مش عارف بصراحه انا مجربتش",fear
241,"بتعامل مع اخويا بمبدا  اذا جاء ميعاد المسلسل ... فعلي الاوليمبياد السلانكسيه 😂✋",none
242,"ليله ساره سمير برونزيه الاوليمبياد  مملكه العيله والدعم",none
243,"خوف غريب زي لما تخاف الشخص يعافك من تصرفاتك وبنفس الوقت مو قادر تغير هالتصرفات.",fear
244,"لو ماكانش في الاوليمبياد الا ماتش صربيا وامريكا في نص نهائي الكره الطائره سيدات كان هايبقي كفايه جداً. بس الروعه ان في بتاع 100 لحظه زي دي 😀",joy
245,"ساكت من برا .. بس راديو من جوا",sadness
246,": حال قحاب السعوديه بالشقق..يرقصونها وينيكونها اما بمشروب او بفلوس ..",anger
247,"انا عم بنتقد جوده الاغاني الجديده لاني بحبك وبيهمني تشوفي تعليقاتي لاني بيهمني تقدمي الافضل وبتمني ترجعي تتعاوني مع محمد الرفاعي ♥",love
248,": وقَنِعْتُ باللّقْيا واوّلِ نَظْرَهٍ انّ القَليلَ مِنَ الحَبيبِ كَثيرُ  شعر فصيح  شعر  فصيح  فصحي  ابيات خالده  ابيات…",love
249,"بس سيبك انت ... انا مبسوط باللي حصل انهارده و امبارح ...   محدش قالي عقبالك   :D =)))",joy
250,"ذعر في اليابان بسبب انذار خاطئ بزلزال مدمر",fear
251,"فيها ايه خايف يقول وانا مش هقول كل اللي حاسه انا بيه",sadness
252,"Rio2016 بحب اتفرج في الاوليمبياد علي العاب القوي والسباحه ورفع الاثقال",none
253,"صور:  اتهموا افعي بالتهام  ماشيتهم.. فعثروا علي  مفاجاه عند شق  بطنها المنتفخ!",surprise
254,"الخيبه تاتي دائماً من الذين قدمنا لهم كل شئ ،،  خيبه  حقيقه",sadness
255,"العلاقات اللي بدوم و بتنحفر فالقلب و بتكون فريده و مش بتتوصف و لا بيتحكي عنها 💙  قلب  روح الطبيعه  ميزاني",love
256,"فيه فيلم مرعب ابي اتفرج فيه وخايفه والله قبل لا اتفرج😩 هذا كبري ومازلت اخاف😩💔",fear
257,"مطلعين فرسه من صاله المطار قدامي .. ايه الجمال دا",joy
258,"بقالي فتره كبيره محستش اني تعبانه و مهدوده بالشكل دا !! اللي هو في ايه بجد يعني !",surprise
259,"رب ااغفر ﻻارواح رحلت ومازالت ذكراهم باقيه ، اللهم ارحمهم وتجاوز عنهم واسكنهم فردوسك اﻻعلي ،، يارب ،،  ساعه استجابه",sympathy
260,"جدا ان تقاطعهم لكي تجعلهم يشتاقون لك ثم تتفاجئ بان غيابك لم يشعر به احد ~~⚜",sadness
261,"bin fahad: الامم المتحده تمنح جائزه     افضل ممثل لبلادها     للشابه السعوديه  رزان العقيل . مبروك علينا جميعاً ????????.",joy
262,"احنا عندنا ناس حلوه بس محدش بيقدرها ومحدش بيشجعها ولا بيساعدها.وعلي الرغم من كده بينجحوا  ابطالنا في الاوليمبياد",surprise
263,"Madaniah معليش تكون منطقي هالمقطع مركب او ماخوذ من فلم . لان بعصرناهاد كميرات التصوير بهالردائه؟؟!🤔🤔",surprise
264,"ادري انك صرت ضمن المستحيل بس قلبي رغم بعدك ... مـا نســاك وادري اني ممكـن القـي لك بديل بـس ويــن اللـي.. يسـاوي غــلاك♡  الحياه",love
265,": اِسقنِي من فاكَ ي سّدي حُلو الشراب .. ففي شفتيكَ منبعُ السّكرْ ♥ ♬  يا عاشقي  بقلمي  خواطر  حبيبي  حب",love
266,"لا والله كان الله في عونهم ، الشباب تحديداً",sympathy
267,"يا جدعان ممسوك ب 68 كيلو حشيش مٌتلبس. يطلع ازاي بس؟!! بلاش جنان.",surprise
268,"هل هناك وجع اقسي من ان يقف الكلام بين فمك وحنجرتك ان اظهرته ندمت وان ابقيته تالمت .💔 . . . 🌸🍃",sadness
269,"معاكي بس انا سؤالي من البدايه هو رايح الاوليمبياد ليه ؟؟ يجيب ميداليه واللا ياخد موقف سياسي ؟",surprise
270,"ذوبان روح في روح ليكونان جسداً واحد",love
271,"احمد ابو غوش قطّع الواد الروسي في النهائي . اول ذهبيه واول ميداليه علي الاطلاق تحققها الاردن في تاريخ الاوليمبياد .",joy
272,"sultanh95   ii270 شكلك خايفه من مدرب الدجاج",fear
273,"محاكمه عسكريه. لكل من يحاول ان يمس مقدرات وطننا الغالي. باحتكار الدولار او الاتجار به في السوق السوداء.  افرم يا سيسي.  مفيهاش هزار.",anger
274,"احترم ابو اربع وثلاث سنين عشان اهلهم مايزعلون علي 💔",sadness
275,"اخواننا في جنوب  اليمن كان الله في عونهم علي ما هم فيه ، فـ الوضع عندهم كل يوم يزداد صعوبه ولا نري اي وجود للشرعيه علي الارض ...",sympathy
276,"شكراً لانك في حياتي ، شكراً لانك حياتي  صباح الحب ?",joy
277,"mujawir   معني كلامه بشار مجني عليه والشعب السوري هو الجاني! جزائري متشيع فضحته الثوره السوريه علي حقيقته!!",anger
278,"فعلا الحياء والعفه تشمل كلا من الرجال والنساء وهي احدئ صفات الانبياء  اللهم ارزق نساءنا عفه فاطمه عليها السلام",love
279,"الدموع رافضه تنزل  والقلب حالف مايبطل",sadness
280,"مفيش احسن من الشخص اللي يفهمك وانت زعلان حتي لو ضحكت ❤",joy
281,":  كلنا سلمان جهود اسطورتي ابو فهد اكبر من الكلام لله دره من قائد عظيم",joy
282,"صباح العسل والقشطه ازاي بس .... وانت مصحيني من احلي نومه 😒👊",surprise
283,": بدات بقطاع المقاولات ولكن لن تنتهي عنده وستشهد نسب البطاله قفزات كبيره ان لم يتم ضخ اموال انعاش للاقتصاد الداخلي .  افلاس الشر…",fear
284,"ورايا امتحان ابن جزمه كمان خمس ساعات و مش ناقصه",anger
285,"al hasi الله يربحك خايفه من غادي ماتزيدها😭😭😭😭",fear
286,"KSA: لاعب نادي  النصر يضيّع ضربه جزاء ! ويضربها بطريقه غريبه !  نادي النصر  الهلال  الشباب  الاهلي  الاتحاد  الاتحاد",anger
287,"بهواك ♡♥",joy
288,": اللَّهُمَّ وَحِّدْ صَفَّهُم ، وَاجْمَعْ كَلِمَتَهُم ، وَرُدَّهُم اِلَيْكَ رَدَّاً جَمِيلاً .  بورما",sympathy
289,"اللي عندهم وقت يتابعوا كل العاب الاوليمبياد دول اكتر ناس الفراغ نايكهم",none
290,"خايف اتعـود علي الدنيا بدونك ، هذا اغـرب خوف مـر بـحياتي !",fear
291,"sewaj لا والله انا متعاطف مع المسلم بغض النظر عن الدين ! ولم اصوت للعابد لانه لايستحق !",sympathy
292,"جنود بريطانيون يرمون اوسمتهم امام مبني الحكومه لا يمكننا ان نجني السلام ونحن نقتل مدنيين بحجه  داعش وعلي  بريطانيا بالانسحاب من التحالف الدولي",sadness
293,"yousef استاذ وسيم شوف تركي الحمد الي اضفته ضايف هذا اساطير الاولين الي يطعن في القران ويستهزا به ضايف ملحد",anger
